"행정구역(시군구)별","연령별","항목","단위","2025.04 월","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"부산광역시","35세","총인구수[명]","명","38065","54505","55723","55259","51805","46481","40241","38656","37079","36411","37091","37704",
"부산광역시","36세","총인구수[명]","명","36718","46630","54368","55434","54551","51165","45953","40119","38305","36814","36270","36721",
"부산광역시","37세","총인구수[명]","명","35766","49088","46548","54109","54669","53881","50582","45896","39808","38202","36531","36027",
"부산광역시","38세","총인구수[명]","명","36048","46723","48929","46250","53544","54104","53421","50402","45568","39601","38095","36287",
"부산광역시","39세","총인구수[명]","명","37471","49988","46726","48725","45842","53034","53598","53212","50042","45294","39419","37870",
"부산광역시","40세","총인구수[명]","명","38114","53833","49952","46478","48261","45437","52646","53427","52854","49830","45172","39285",
"부산광역시","41세","총인구수[명]","명","43180","56278","53731","49745","46132","47896","45088","52366","52971","52607","49613","44920",
"부산광역시","42세","총인구수[명]","명","47609","56753","56283","53549","49327","45754","47540","44848","51928","52721","52464","49419",
"부산광역시","43세","총인구수[명]","명","51634","59612","56755","56052","53224","49007","45441","47305","44572","51638","52475","52314",
"부산광역시","44세","총인구수[명]","명","51953","59078","59450","56591","55663","52868","48683","45256","46898","44279","51499","52235",
"부산광역시","45세","총인구수[명]","명","52538","59856","59008","59226","56281","55236","52546","48410","44938","46593","44130","51326",
"부산광역시","46세","총인구수[명]","명","45944","60787","59722","58903","58769","55892","54826","52202","47982","44638","46500","43943",
"부산광역시","47세","총인구수[명]","명","45777","58391","60682","59495","58427","58354","55514","54484","51634","47658","44460","46277",
"부산광역시","48세","총인구수[명]","명","43330","54700","58279","60354","59136","57978","57978","55171","53972","51172","47431","44271",
"부산광역시","49세","총인구수[명]","명","46362","57199","54356","57935","59832","58625","57520","57679","54642","53606","50972","47181",
"부산광역시","50세","총인구수[명]","명","49222","56351","56888","54032","57500","59290","58184","57198","57133","54202","53331","50753",
"부산광역시","51세","총인구수[명]","명","52981","56325","56064","56479","53538","56981","58813","57821","56609","56605","53984","52991",
"부산광역시","52세","총인구수[명]","명","53448","64741","56000","55649","55908","53049","56502","58450","57121","56123","56299","53729",
"부산광역시","53세","총인구수[명]","명","54985","68809","64181","55475","55151","55408","52536","56056","57799","56577","55835","55931",
"부산광역시","54세","총인구수[명]","명","55683","70999","68206","63568","54854","54635","54845","52149","55330","57238","56168","55480",
"부산광역시","55세","총인구수[명]","명","54805","66161","70341","67539","62869","54343","54175","54445","51447","54784","56923","55840",
"부산광역시","56세","총인구수[명]","명","57193","62464","65506","69709","66668","62280","53869","53591","53718","50959","54384","56476",
"부산광역시","57세","총인구수[명]","명","52885","63575","61791","64824","68830","65955","61628","53389","52867","53075","50584","53960",
"부산광역시","58세","총인구수[명]","명","51228","58485","62917","61010","64035","67993","65319","61078","52623","52161","52585","50156",
"부산광역시","59세","총인구수[명]","명","52467","62487","57809","62115","60191","63255","67228","64736","60121","51998","51832","52169",
"부산광역시","60세","총인구수[명]","명","51542","52445","61798","57100","61251","59423","62572","66506","63625","59427","51512","51401",
"부산광역시","61세","총인구수[명]","명","48308","46357","51783","60930","56284","60475","58723","61848","65345","62771","58877","51027",
"부산광역시","62세","총인구수[명]","명","59328","49956","45737","51077","60042","55524","59782","58103","60734","64464","62104","58352",
"부산광역시","63세","총인구수[명]","명","57298","39998","49262","45059","50329","59189","54864","59049","57105","59841","63756","61524",
"부산광역시","64세","총인구수[명]","명","64708","39396","39444","48559","44433","49610","58476","54297","57962","56297","59285","63128",
"부산광역시","65세","총인구수[명]","명","60299","40213","38912","38947","47883","43815","48991","57889","53274","57145","55709","58705",
"부산광역시","66세","총인구수[명]","명","56204","39742","39619","38288","38445","47250","43286","48425","56737","52427","56474","55152",
"부산광역시","67세","총인구수[명]","명","54617","38077","39210","39045","37723","37843","46629","42680","47305","55889","51814","55862",
"부산광역시","68세","총인구수[명]","명","52876","30015","37541","38503","38417","37135","37351","46030","41822","46520","55286","51296",
"부산광역시","69세","총인구수[명]","명","51238","25606","29593","36943","37810","37863","36573","36793","44969","41078","45903","54645",
"부산광역시","70세","총인구수[명]","명","51719","28979","25185","29070","36283","37151","37264","36003","35932","44163","40504","45312",
"부산광역시","71세","총인구수[명]","명","39975","28917","28487","24696","28573","35718","36613","36623","35157","35170","43524","39904",
"부산광역시","72세","총인구수[명]","명","41934","32500","28365","27892","24263","28035","35058","35990","35664","34464","34626","42877",
"부산광역시","73세","총인구수[명]","명","37284","27203","31796","27727","27296","23810","27517","34355","34978","34852","33863","34054",
"부산광역시","74세","총인구수[명]","명","32318","24205","26495","30984","27136","26676","23337","26915","33380","34140","34237","33302",
"부산광역시","75세","총인구수[명]","명","33887","23407","23523","25791","30171","26538","26077","22841","26128","32515","33458","33549",
"부산광역시","76세","총인구수[명]","명","32889","19978","22775","22829","25039","29291","25796","25392","22108","25349","31808","32738",
"부산광역시","77세","총인구수[명]","명","30938","18438","19387","21997","22085","24172","28470","25040","24504","21421","24750","31013",
"부산광역시","78세","총인구수[명]","명","28124","16647","17703","18619","21200","21274","23453","27542","24011","23666","20775","24070",
"부산광역시","79세","총인구수[명]","명","18646","15300","15925","16978","17857","20327","20525","22598","26266","22978","22862","20028",
"부산광역시","80세","총인구수[명]","명","22247","13308","14602","15191","16261","17053","19478","19625","21471","25078","22104","22047",
"부산광역시","81세","총인구수[명]","명","20003","11006","12629","13830","14419","15426","16304","18613","18571","20325","23907","21154",
"부산광역시","82세","총인구수[명]","명","22672","10079","10296","11900","13027","13554","14540","15451","17550","17456","19251","22708",
"부산광역시","83세","총인구수[명]","명","19526","8373","9449","9641","11098","12223","12751","13667","14407","16291","16422","18157",
"부산광역시","84세","총인구수[명]","명","15684","7001","7751","8788","8932","10302","11420","11914","12625","13357","15131","15342",
"부산광역시","85세","총인구수[명]","명","14050","6450","6380","7099","8020","8251","9538","10489","10841","11470","12302","14016",
"부산광역시","86세","총인구수[명]","명","12066","5660","5882","5847","6467","7303","7536","8753","9441","9815","10432","11282",
"부산광역시","87세","총인구수[명]","명","9509","4732","5080","5319","5232","5801","6556","6801","7814","8421","8903","9409",
"부산광역시","88세","총인구수[명]","명","8346","3298","4181","4514","4720","4611","5137","5827","6019","6825","7485","7890",
"부산광역시","89세","총인구수[명]","명","6766","2821","2878","3704","3977","4151","4066","4540","5052","5110","5969","6641",
"부산광역시","90세","총인구수[명]","명","5481","2081","2406","2484","3250","3414","3629","3468","3884","4239","4413","5148",
"부산광역시","91세","총인구수[명]","명","4025","1930","1764","2086","2083","2746","2923","3103","2888","3204","3600","3748",
"부산광역시","92세","총인구수[명]","명","2899","1483","1592","1497","1736","1721","2319","2520","2549","2303","2667","2946",
